Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved
57,39953.0,29091.0,802.0,28,Male,PhD,Houston,Self-Employed,0
23,46461.0,11297.0,528.0,4,Male,PhD,Houston,Salaried,0
26,49109.0,31415.0,665.0,25,Male,Masters,New York,Self-Employed,1
41,51861.0,19010.0,689.0,26,Male,Bachelors,Chicago,Salaried,1
39,25154.0,23431.0,416.0,25,Female,Masters,San Francisco,Self-Employed,0
49,72940.0,25929.0,485.0,36,Female,Masters,Houston,Unemployed,0
35,62719.0,14764.0,664.0,14,Female,PhD,New York,Salaried,1
61,76494.0,32420.0,386.0,12,Male,Bachelors,New York,Salaried,0
39,68077.0,22051.0,374.0,8,Male,PhD,San Francisco,Salaried,0
33,37831.0,10553.0,745.0,31,Male,Bachelors,Chicago,Self-Employed,0
29,60850.0,3358.0,624.0,10,Male,PhD,Chicago,Salaried,1
55,36732.0,20028.0,731.0,27,Female,Bachelors,Chicago,Self-Employed,0
55,49061.0,24363.0,617.0,14,Male,PhD,Houston,Self-Employed,1
21,19688.0,14777.0,765.0,32,Male,Masters,Chicago,Unemployed,0
60,52965.0,16268.0,548.0,2,Male,PhD,Chicago,Unemployed,1
33,42973.0,27278.0,724.0,38,Male,Bachelors,Chicago,Salaried,1
62,65512.0,27516.0,430.0,2,Male,High School,Chicago,Unemployed,0
41,61260.0,15182.0,648.0,1,Female,High School,Chicago,Self-Employed,1
39,64688.0,13989.0,562.0,27,Female,Bachelors,New York,Salaried,0
23,26310.0,13266.0,555.0,7,Male,PhD,New York,Unemployed,0
23,59358.0,20282.0,822.0,19,Female,PhD,Chicago,Self-Employed,1
57,79825.0,31748.0,799.0,38,Male,PhD,Chicago,Self-Employed,1
67,40850.0,41045.0,542.0,21,Male,Masters,Houston,Self-Employed,0
18,52938.0,18078.0,349.0,17,Female,Bachelors,Chicago,Unemployed,0
61,45496.0,31118.0,361.0,11,Male,High School,New York,Self-Employed,0
38,71086.0,12641.0,300.0,5,Male,PhD,Houston,Unemployed,0
40,77502.0,15677.0,724.0,12,Male,Bachelors,Chicago,Salaried,1
61,45127.0,33682.0,671.0,30,Female,Bachelors,Houston,Salaried,1
47,62371.0,20709.0,757.0,25,Male,High School,Chicago,Salaried,1
34,42959.0,18364.0,407.0,21,Female,High School,New York,Salaried,0
34,47552.0,16345.0,647.0,15,Female,PhD,San Francisco,Unemployed,1
63,84815.0,22520.0,761.0,11,Male,PhD,San Francisco,Self-Employed,1
52,45599.0,14885.0,744.0,29,Male,Masters,New York,Self-Employed,1
54,67206.0,15785.0,556.0,23,Male,Masters,Chicago,Unemployed,1
26,77143.0,16333.0,579.0,13,Female,PhD,San Francisco,Self-Employed,0
24,59676.0,14734.0,367.0,15,Male,Masters,New York,Salaried,0
26,22289.0,7571.0,648.0,33,Female,Bachelors,Houston,Salaried,0
22,50028.0,30408.0,410.0,33,Female,PhD,Chicago,Unemployed,0
52,49488.0,41444.0,787.0,39,Male,High School,Chicago,Self-Employed,1
66,48716.0,17856.0,562.0,0,Male,High School,Chicago,Unemployed,0
23,55656.0,12041.0,738.0,24,Male,High School,New York,Salaried,1
34,40106.0,15742.0,369.0,0,Female,Bachelors,San Francisco,Unemployed,1
24,49488.0,21607.0,336.0,18,Female,High School,New York,Unemployed,0
28,51880.0,7912.0,346.0,8,Female,High School,Houston,Self-Employed,0
19,78641.0,12447.0,365.0,22,Male,High School,New York,Salaried,0
42,36095.0,14126.0,712.0,37,Female,Masters,Houston,Unemployed,0
33,73373.0,22328.0,761.0,16,Female,Bachelors,Houston,Salaried,1
37,86397.0,20571.0,709.0,22,Male,Bachelors,San Francisco,Self-Employed,1
32,56709.0,24069.0,307.0,37,Male,High School,San Francisco,Salaried,0
21,47719.0,11122.0,616.0,19,Male,High School,Chicago,Salaried,1
23,75712.0,15849.0,415.0,8,Male,Masters,New York,Salaried,0
35,69235.0,10856.0,627.0,28,Male,PhD,Chicago,Salaried,1
35,44343.0,19576.0,601.0,7,Male,High School,New York,Self-Employed,1
45,66083.0,25044.0,464.0,14,Male,PhD,Chicago,Unemployed,0
45,41517.0,26905.0,785.0,26,Male,Masters,San Francisco,Salaried,1
62,63057.0,26399.0,547.0,28,Male,PhD,New York,Salaried,0
54,44265.0,13700.0,694.0,25,Female,PhD,New York,Salaried,1
59,42627.0,25769.0,849.0,8,Male,Bachelors,Houston,Salaried,1
64,46936.0,26617.0,410.0,34,Male,PhD,Chicago,Self-Employed,0
38,56314.0,31015.0,626.0,4,Female,Masters,Houston,Self-Employed,1
50,32645.0,18456.0,437.0,20,Male,High School,Chicago,Salaried,0
51,25775.0,33041.0,377.0,5,Male,High School,Houston,Salaried,0
47,64996.0,18963.0,698.0,13,Female,PhD,New York,Salaried,1
20,41877.0,17122.0,539.0,12,Female,Masters,San Francisco,Unemployed,0
66,55714.0,6350.0,751.0,27,Male,High School,New York,Self-Employed,1
36,65272.0,7354.0,622.0,12,Female,PhD,San Francisco,Salaried,1
45,43007.0,10598.0,739.0,13,Female,High School,Houston,Unemployed,0
50,48867.0,24997.0,744.0,3,Female,Masters,San Francisco,Self-Employed,1
43,32759.0,21008.0,376.0,28,Female,High School,Chicago,Salaried,0
28,51841.0,13907.0,681.0,22,Male,Masters,San Francisco,Salaried,1
42,40919.0,21094.0,555.0,22,Male,Masters,San Francisco,Self-Employed,0
66,42314.0,10660.0,629.0,10,Male,High School,New York,Salaried,1
45,59952.0,36782.0,846.0,4,Male,PhD,San Francisco,Self-Employed,1
65,55025.0,18348.0,579.0,34,Female,Bachelors,Chicago,Self-Employed,0
31,58691.0,28764.0,699.0,13,Male,PhD,San Francisco,Salaried,1
57,73548.0,27213.0,575.0,25,Female,High School,San Francisco,Unemployed,0
21,34494.0,26451.0,808.0,7,Female,Bachelors,San Francisco,Salaried,0
51,68225.0,5159.0,639.0,19,Male,Bachelors,San Francisco,Salaried,1
34,41310.0,26964.0,468.0,6,Female,Bachelors,New York,Salaried,1
24,36558.0,37569.0,648.0,32,Male,High School,Houston,Self-Employed,0
28,61952.0,12394.0,810.0,38,Female,Bachelors,New York,Salaried,1
41,32197.0,28052.0,456.0,29,Male,High School,San Francisco,Self-Employed,0
57,62421.0,25127.0,694.0,12,Male,High School,New York,Self-Employed,1
42,43667.0,3790.0,427.0,16,Male,Bachelors,Houston,Unemployed,0
27,67267.0,21056.0,848.0,20,Male,PhD,New York,Self-Employed,1
41,49825.0,20507.0,649.0,0,Male,High School,New York,Unemployed,0
58,43870.0,21919.0,765.0,15,Male,Bachelors,Houston,Salaried,1
26,73719.0,7736.0,444.0,31,Female,Masters,San Francisco,Self-Employed,0
56,50771.0,24087.0,729.0,13,Male,High School,New York,Salaried,1
41,56697.0,19247.0,822.0,14,Male,PhD,Houston,Self-Employed,1
36,59776.0,20825.0,746.0,21,Male,PhD,San Francisco,Unemployed,0
54,48408.0,30171.0,689.0,36,Male,Bachelors,Chicago,Unemployed,0
68,31853.0,15506.0,670.0,17,Female,High School,San Francisco,Salaried,0
60,41936.0,22616.0,827.0,17,Female,Bachelors,San Francisco,Unemployed,0
36,81577.0,21176.0,643.0,34,Male,Masters,Houston,Salaried,1
39,65025.0,26102.0,807.0,19,Female,High School,Chicago,Unemployed,0
25,44106.0,17983.0,814.0,31,Male,Masters,New York,Self-Employed,1
53,59044.0,25614.0,715.0,22,Male,High School,Chicago,Self-Employed,1
29,56228.0,16821.0,668.0,15,Male,PhD,Houston,Salaried,1
34,52123.0,15301.0,651.0,6,Female,PhD,Houston,Salaried,1
69,65069.0,18437.0,730.0,31,Female,Bachelors,Houston,Self-Employed,1
64,82827.0,23283.0,743.0,23,Male,PhD,Houston,Salaried,1
49,38797.0,20447.0,498.0,15,Female,PhD,New York,Salaried,0
53,65014.0,6036.0,361.0,33,Female,Masters,San Francisco,Self-Employed,0
32,45729.0,18529.0,519.0,19,Female,High School,Houston,Salaried,0
43,33239.0,33236.0,405.0,3,Male,Masters,Chicago,Salaried,0
55,52723.0,15426.0,738.0,0,Female,Bachelors,New York,Unemployed,0
60,46944.0,27759.0,480.0,8,Female,Bachelors,San Francisco,Self-Employed,0
29,73075.0,23900.0,821.0,2,Male,Bachelors,Houston,Self-Employed,1
25,40087.0,24441.0,778.0,28,Female,High School,Houston,Self-Employed,1
69,63623.0,28799.0,472.0,32,Male,Masters,Chicago,Salaried,0
31,45726.0,31771.0,591.0,4,Male,PhD,Chicago,Unemployed,0
18,36637.0,30555.0,634.0,36,Female,High School,Chicago,Self-Employed,0
69,62978.0,15606.0,631.0,11,Male,High School,Houston,Self-Employed,1
54,69269.0,24275.0,816.0,26,Female,PhD,Chicago,Unemployed,0
37,64100.0,19180.0,824.0,29,Male,Masters,Houston,Self-Employed,1
34,49488.0,5041.0,693.0,36,Female,High School,Houston,Self-Employed,1
63,76188.0,18862.0,718.0,15,Male,Masters,Chicago,Self-Employed,1
44,36083.0,23011.0,397.0,31,Male,Bachelors,San Francisco,Unemployed,0
25,39105.0,11886.0,664.0,33,Female,High School,New York,Salaried,0
41,57496.0,14720.0,587.0,36,Male,High School,Chicago,Unemployed,0
28,41929.0,20105.0,486.0,7,Female,High School,New York,Self-Employed,0
22,61670.0,27890.0,316.0,10,Female,Bachelors,New York,Salaried,0
62,28638.0,15211.0,444.0,12,Male,Masters,Houston,Unemployed,0
63,62240.0,16061.0,462.0,6,Female,Bachelors,Houston,Self-Employed,0
30,56934.0,29697.0,363.0,16,Male,Masters,Houston,Unemployed,1
48,67734.0,18798.0,738.0,13,Male,High School,Chicago,Salaried,1
55,27183.0,19911.0,573.0,17,Male,High School,New York,Unemployed,0
21,47272.0,23614.0,761.0,18,Male,Bachelors,Chicago,Self-Employed,1
62,71748.0,12483.0,657.0,31,Female,High School,Houston,Salaried,1
26,50316.0,26568.0,814.0,21,Male,Masters,New York,Salaried,1
54,52873.0,6123.0,490.0,6,Female,Bachelors,Houston,Salaried,0
25,72044.0,17490.0,468.0,33,Male,PhD,New York,Salaried,0
66,79088.0,16076.0,403.0,10,Female,Masters,New York,Salaried,0
41,58998.0,20489.0,579.0,27,Female,Masters,Chicago,Unemployed,0
29,54433.0,22839.0,633.0,11,Female,High School,New York,Self-Employed,1
58,45085.0,35920.0,620.0,21,Male,High School,San Francisco,Salaried,1
55,52517.0,35490.0,417.0,39,Female,Masters,San Francisco,Self-Employed,0
53,39669.0,14817.0,556.0,10,Male,Bachelors,Chicago,Self-Employed,0
26,36736.0,8441.0,587.0,16,Female,Bachelors,Houston,Unemployed,0
29,62954.0,22605.0,430.0,23,Female,High School,San Francisco,Salaried,0
41,63511.0,31329.0,836.0,22,Male,PhD,San Francisco,Salaried,1
45,32389.0,5962.0,822.0,12,Male,Bachelors,San Francisco,Salaried,0
30,43022.0,29586.0,780.0,21,Female,Bachelors,San Francisco,Unemployed,0
39,42680.0,25197.0,663.0,38,Male,Bachelors,New York,Salaried,1
38,56265.0,19010.0,661.0,25,Female,PhD,Chicago,Self-Employed,1
38,80817.0,20338.0,804.0,35,Female,Bachelors,New York,Self-Employed,1
22,39124.0,13060.0,665.0,27,Female,PhD,New York,Unemployed,1
22,57654.0,5186.0,768.0,0,Female,PhD,San Francisco,Self-Employed,1
69,28985.0,43891.0,410.0,19,Male,Bachelors,Houston,Unemployed,1
48,51563.0,10464.0,810.0,8,Male,PhD,San Francisco,Salaried,1
66,50432.0,48353.0,814.0,22,Female,Masters,San Francisco,Salaried,1
33,61450.0,24255.0,335.0,22,Male,Masters,Chicago,Unemployed,1
55,60759.0,25656.0,695.0,9,Female,Masters,San Francisco,Salaried,1
43,84174.0,27729.0,511.0,14,Male,High School,Houston,Unemployed,1
66,45575.0,32748.0,803.0,39,Female,Masters,San Francisco,Salaried,1
40,48479.0,19513.0,638.0,28,Female,Masters,San Francisco,Self-Employed,1
51,42135.0,27624.0,693.0,18,Female,Masters,Chicago,Salaried,1
44,59286.0,32944.0,619.0,12,Male,High School,Chicago,Self-Employed,1
32,82227.0,14414.0,753.0,31,Male,PhD,New York,Unemployed,1
23,64301.0,14482.0,642.0,5,Female,PhD,New York,Self-Employed,1
27,46575.0,20944.0,848.0,15,Female,Masters,San Francisco,Salaried,1
21,49160.0,21662.0,661.0,26,Female,High School,San Francisco,Self-Employed,1
61,78609.0,35852.0,622.0,17,Male,High School,Chicago,Salaried,1
43,55682.0,11546.0,660.0,36,Female,Bachelors,New York,Unemployed,0
37,33247.0,18251.0,571.0,38,Female,Masters,Chicago,Unemployed,0
64,40087.0,10943.0,680.0,18,Male,PhD,Houston,Self-Employed,1
38,62936.0,9691.0,424.0,15,Female,PhD,San Francisco,Salaried,0
69,47169.0,9525.0,776.0,9,Male,Bachelors,San Francisco,Salaried,1
26,69437.0,29766.0,543.0,20,Male,Masters,New York,Self-Employed,0
46,50294.0,20633.0,739.0,17,Male,Bachelors,San Francisco,Salaried,1
53,58513.0,12373.0,813.0,23,Male,PhD,Houston,Salaried,1
46,51276.0,25082.0,321.0,13,Female,Bachelors,Chicago,Unemployed,0
41,41883.0,14531.0,393.0,22,Female,PhD,San Francisco,Unemployed,0
38,64509.0,1342.0,769.0,13,Female,High School,Houston,Unemployed,0
63,39842.0,34469.0,771.0,3,Female,Masters,San Francisco,Unemployed,0
49,62760.0,3755.0,337.0,35,Female,High School,San Francisco,Self-Employed,0
18,46306.0,9654.0,313.0,10,Female,High School,San Francisco,Unemployed,0
33,53261.0,18634.0,608.0,35,Female,High School,San Francisco,Self-Employed,1
46,68331.0,20971.0,761.0,21,Male,High School,San Francisco,Salaried,1
57,60305.0,18943.0,770.0,26,Female,PhD,Houston,Salaried,1
44,52982.0,22962.0,780.0,23,Male,PhD,New York,Salaried,1
56,35721.0,33892.0,622.0,2,Female,Bachelors,Houston,Salaried,0
33,41193.0,10383.0,713.0,5,Female,High School,Chicago,Self-Employed,1
35,39874.0,21076.0,742.0,2,Male,High School,Chicago,Self-Employed,0
21,45840.0,22362.0,616.0,33,Male,Masters,San Francisco,Unemployed,0
23,48570.0,14075.0,518.0,25,Male,PhD,San Francisco,Unemployed,0
35,43659.0,19291.0,763.0,27,Male,High School,Chicago,Salaried,1
41,47931.0,37262.0,734.0,8,Male,Bachelors,Houston,Unemployed,0
35,54979.0,20087.0,579.0,37,Female,High School,San Francisco,Unemployed,0
55,49488.0,9376.0,742.0,1,Female,High School,Chicago,Self-Employed,1
31,38572.0,19948.0,781.0,39,Male,Masters,San Francisco,Self-Employed,0
29,62095.0,21657.0,612.0,7,Male,High School,New York,Salaried,1
65,52687.0,17011.0,828.0,11,Male,PhD,Chicago,Self-Employed,1
55,47455.0,24094.0,612.0,3,Female,Bachelors,Houston,Salaried,1
57,41221.0,11165.0,407.0,35,Female,Bachelors,Houston,Self-Employed,0
26,72347.0,23521.0,432.0,9,Male,Masters,Chicago,Self-Employed,0
37,49603.0,20501.0,834.0,15,Female,High School,Houston,Salaried,1
55,49488.0,20290.0,586.0,26,Female,Masters,New York,Self-Employed,0
26,64048.0,27409.0,432.0,28,Male,High School,New York,Self-Employed,0
69,63677.0,13674.0,649.0,5,Female,Bachelors,Chicago,Self-Employed,1
47,50038.0,32412.0,326.0,9,Female,Masters,Chicago,Salaried,0
58,29503.0,19862.0,798.0,36,Male,Bachelors,Houston,Unemployed,0
43,41560.0,13661.0,433.0,2,Female,High School,Houston,Self-Employed,0
43,71521.0,32356.0,675.0,38,Female,High School,Houston,Self-Employed,1
18,66034.0,28216.0,506.0,6,Female,Masters,San Francisco,Salaried,0
35,51477.0,30969.0,793.0,38,Female,Bachelors,San Francisco,Salaried,1
54,41257.0,14748.0,804.0,29,Male,Masters,Chicago,Self-Employed,1
30,44387.0,26303.0,654.0,36,Female,PhD,New York,Salaried,1
49,67958.0,10168.0,350.0,24,Male,High School,Chicago,Self-Employed,0
45,45044.0,10945.0,660.0,35,Male,High School,San Francisco,Self-Employed,1
59,43553.0,24533.0,716.0,2,Female,PhD,New York,Self-Employed,1
19,42804.0,21401.0,691.0,24,Male,PhD,Houston,Self-Employed,1
51,54008.0,25053.0,798.0,16,Female,Masters,Houston,Salaried,1
64,53487.0,31004.0,593.0,24,Male,Bachelors,Chicago,Self-Employed,0
52,75109.0,17375.0,516.0,7,Female,High School,San Francisco,Unemployed,0
22,64854.0,16798.0,811.0,7,Male,PhD,Chicago,Salaried,1
53,66744.0,30346.0,659.0,3,Female,Bachelors,San Francisco,Salaried,1
28,42203.0,21958.0,669.0,34,Male,Masters,Houston,Self-Employed,1
45,65337.0,22742.0,716.0,33,Male,Bachelors,Houston,Salaried,1
60,70193.0,15285.0,674.0,11,Female,Bachelors,San Francisco,Unemployed,0
44,50506.0,11163.0,714.0,12,Male,High School,Chicago,Self-Employed,1
35,49222.0,15416.0,707.0,29,Male,PhD,New York,Self-Employed,1
41,49488.0,5867.0,466.0,12,Male,Bachelors,Houston,Unemployed,0
49,55852.0,15610.0,788.0,29,Female,High School,Houston,Self-Employed,1
18,45320.0,24116.0,801.0,23,Male,Masters,San Francisco,Salaried,1
43,46016.0,24702.0,680.0,8,Female,High School,Chicago,Salaried,1
21,71006.0,10843.0,744.0,25,Female,PhD,Chicago,Unemployed,0
59,61554.0,-1752.0,753.0,14,Male,Bachelors,Houston,Unemployed,0
56,52155.0,35758.0,747.0,38,Female,Masters,San Francisco,Salaried,1
67,77390.0,21424.0,468.0,29,Male,High School,Houston,Salaried,0
47,42193.0,17509.0,739.0,6,Female,Bachelors,San Francisco,Salaried,1
46,44219.0,26530.0,781.0,26,Male,PhD,Houston,Self-Employed,1
24,40006.0,11987.0,798.0,14,Female,PhD,Chicago,Self-Employed,1
21,42585.0,40267.0,737.0,12,Female,High School,New York,Salaried,1
63,47197.0,20917.0,769.0,39,Male,Bachelors,Chicago,Self-Employed,1
42,49488.0,12580.0,615.0,22,Female,Masters,Houston,Self-Employed,1
63,40330.0,18255.0,355.0,18,Female,PhD,New York,Unemployed,0
68,61497.0,20266.0,581.0,32,Female,PhD,Houston,Salaried,0
30,62772.0,29867.0,579.0,32,Male,Masters,Houston,Salaried,0
30,42665.0,17718.0,335.0,19,Male,Masters,San Francisco,Self-Employed,0
68,76989.0,20663.0,576.0,1,Female,High School,Chicago,Self-Employed,0
29,51983.0,24681.0,360.0,22,Male,PhD,Houston,Unemployed,0
39,40810.0,30402.0,781.0,19,Male,Masters,Houston,Unemployed,0
32,28086.0,19129.0,845.0,23,Male,Bachelors,Chicago,Salaried,0
57,58001.0,25940.0,623.0,9,Female,Bachelors,San Francisco,Unemployed,0
56,48353.0,31258.0,675.0,20,Female,High School,Houston,Unemployed,0
22,69890.0,18843.0,782.0,3,Male,Masters,San Francisco,Salaried,1
28,47017.0,9536.0,468.0,33,Male,High School,New York,Self-Employed,1
35,46485.0,26536.0,735.0,32,Female,PhD,New York,Salaried,1
21,42296.0,12454.0,660.0,4,Male,Bachelors,New York,Salaried,1
58,52874.0,9817.0,614.0,16,Male,Masters,New York,Salaried,1
54,51244.0,2618.0,760.0,6,Male,Bachelors,San Francisco,Self-Employed,1
45,38383.0,22730.0,430.0,10,Female,High School,Chicago,Unemployed,0
29,56997.0,9518.0,622.0,36,Female,Bachelors,San Francisco,Salaried,1
42,72911.0,23502.0,563.0,1,Female,Bachelors,Houston,Unemployed,0
66,52263.0,16658.0,721.0,23,Female,Masters,Houston,Salaried,1
69,54697.0,25540.0,522.0,26,Female,PhD,Houston,Unemployed,0
29,76500.0,19785.0,505.0,35,Female,Bachelors,New York,Unemployed,1
29,44459.0,28107.0,504.0,4,Male,High School,Chicago,Self-Employed,0
52,59052.0,28724.0,633.0,25,Female,High School,Houston,Self-Employed,1
49,59812.0,18534.0,668.0,34,Male,Bachelors,Houston,Salaried,1
25,50358.0,18720.0,727.0,21,Male,Masters,Houston,Self-Employed,1
48,45370.0,8353.0,771.0,14,Male,High School,Chicago,Self-Employed,1
53,51022.0,16055.0,818.0,10,Female,PhD,Houston,Salaried,1
20,41668.0,26397.0,316.0,11,Female,High School,Chicago,Salaried,0
67,36530.0,26487.0,651.0,26,Female,Bachelors,Chicago,Self-Employed,0
38,73585.0,17847.0,726.0,18,Male,High School,Houston,Unemployed,0
18,45806.0,23445.0,621.0,7,Male,High School,Chicago,Self-Employed,1
51,43442.0,7293.0,727.0,30,Male,Bachelors,San Francisco,Salaried,1
57,52813.0,4228.0,638.0,29,Female,Masters,Chicago,Self-Employed,1
53,37779.0,30502.0,638.0,12,Female,PhD,Chicago,Salaried,0
20,64377.0,22471.0,715.0,4,Female,Masters,New York,Unemployed,0
31,42615.0,4796.0,765.0,23,Female,Masters,Houston,Self-Employed,1
34,51612.0,4671.0,675.0,23,Male,Bachelors,Chicago,Self-Employed,1
56,37335.0,18173.0,541.0,1,Male,Masters,Chicago,Unemployed,0
68,56551.0,19794.0,601.0,29,Female,Masters,New York,Self-Employed,1
55,61805.0,17942.0,826.0,4,Male,High School,New York,Salaried,1
67,16501.0,18796.0,446.0,13,Female,Masters,Houston,Salaried,0
65,51414.0,9919.0,433.0,23,Female,Bachelors,San Francisco,Salaried,0
42,66114.0,23371.0,579.0,38,Female,PhD,New York,Self-Employed,0
63,49488.0,24470.0,312.0,9,Male,Bachelors,San Francisco,Salaried,0
52,40245.0,29939.0,451.0,36,Male,High School,Houston,Self-Employed,0
18,54365.0,12838.0,836.0,16,Female,Masters,New York,Self-Employed,1
61,30824.0,20269.0,401.0,25,Female,High School,San Francisco,Unemployed,0
42,52966.0,14605.0,389.0,17,Male,Bachelors,Houston,Self-Employed,0
38,62315.0,14541.0,731.0,21,Male,High School,Houston,Salaried,1
32,41986.0,28778.0,312.0,37,Female,High School,Houston,Self-Employed,0
64,34726.0,29453.0,552.0,14,Male,High School,New York,Self-Employed,0
35,58828.0,35998.0,650.0,14,Male,High School,New York,Self-Employed,1
47,62137.0,20549.0,806.0,30,Female,Bachelors,San Francisco,Salaried,1
55,71592.0,22999.0,762.0,12,Male,PhD,Houston,Salaried,1
61,44358.0,1395.0,691.0,8,Male,Bachelors,New York,Self-Employed,1
29,49488.0,21054.0,392.0,18,Male,Bachelors,San Francisco,Salaried,0
47,32212.0,13412.0,642.0,0,Male,High School,Chicago,Salaried,0
52,47550.0,11464.0,829.0,37,Female,PhD,Houston,Salaried,1
45,75679.0,14434.0,435.0,31,Male,Masters,Chicago,Salaried,0
38,49488.0,23219.0,599.0,24,Female,High School,Chicago,Unemployed,1
39,52948.0,7560.0,605.0,4,Female,High School,San Francisco,Unemployed,0
55,51136.0,15657.0,455.0,22,Male,PhD,New York,Self-Employed,0
43,39274.0,20917.0,659.0,13,Female,High School,San Francisco,Salaried,1
64,63214.0,22744.0,611.0,29,Male,PhD,New York,Unemployed,1
66,55977.0,28269.0,790.0,22,Female,Masters,Chicago,Salaried,1
47,61403.0,35433.0,461.0,1,Female,High School,Chicago,Self-Employed,0
43,39978.0,10894.0,445.0,14,Male,High School,Chicago,Self-Employed,1
63,48786.0,29214.0,622.0,8,Female,Bachelors,Houston,Salaried,1
65,43396.0,23608.0,340.0,36,Male,Bachelors,Houston,Salaried,0
29,52809.0,2198.0,616.0,16,Male,Masters,San Francisco,Salaried,1
49,55373.0,26350.0,741.0,18,Male,High School,Houston,Self-Employed,1
40,64600.0,17779.0,829.0,24,Female,Masters,Chicago,Salaried,1
46,55041.0,21584.0,556.0,20,Female,PhD,Chicago,Self-Employed,0
50,45084.0,30057.0,838.0,19,Female,PhD,San Francisco,Salaried,1
21,51196.0,21591.0,738.0,12,Female,Masters,Houston,Self-Employed,1
43,51157.0,14608.0,729.0,0,Female,Bachelors,Houston,Self-Employed,1
27,56897.0,22035.0,316.0,38,Male,PhD,Houston,Salaried,0
53,59051.0,3652.0,400.0,1,Female,Bachelors,New York,Salaried,0
28,55547.0,18362.0,506.0,9,Male,High School,Chicago,Salaried,0
60,41104.0,30201.0,730.0,26,Male,High School,San Francisco,Unemployed,0
40,77409.0,31327.0,757.0,17,Female,High School,New York,Salaried,1
63,36762.0,15076.0,686.0,7,Female,High School,New York,Salaried,0
57,58262.0,12439.0,579.0,18,Male,Masters,San Francisco,Salaried,0
65,50999.0,17572.0,693.0,17,Male,High School,New York,Salaried,1
41,65429.0,9347.0,645.0,21,Male,Bachelors,Houston,Self-Employed,1
49,58005.0,7517.0,536.0,29,Male,High School,Chicago,Self-Employed,0
22,40639.0,22558.0,691.0,38,Female,Masters,Houston,Salaried,1
56,44490.0,25154.0,695.0,27,Male,PhD,Chicago,Salaried,1
29,25799.0,22980.0,338.0,34,Male,High School,New York,Self-Employed,0
49,37024.0,11960.0,691.0,17,Female,PhD,Chicago,Salaried,0
51,87673.0,16475.0,732.0,27,Male,Bachelors,Houston,Self-Employed,1
36,42340.0,11575.0,638.0,19,Female,High School,Chicago,Salaried,1
43,76201.0,5316.0,669.0,39,Male,Masters,Houston,Self-Employed,1
38,39696.0,11599.0,394.0,24,Female,High School,New York,Self-Employed,0
20,53789.0,47185.0,619.0,29,Male,Masters,Chicago,Self-Employed,1
34,36816.0,10448.0,409.0,29,Female,High School,Chicago,Unemployed,0
52,51688.0,21908.0,367.0,25,Male,PhD,New York,Unemployed,0
34,20450.0,40833.0,479.0,7,Female,Bachelors,Chicago,Salaried,0
39,47777.0,19337.0,703.0,4,Male,High School,New York,Salaried,1
59,52315.0,21273.0,823.0,8,Male,Bachelors,Houston,Unemployed,1
40,49488.0,14785.0,533.0,14,Female,PhD,San Francisco,Self-Employed,0
25,54443.0,13508.0,491.0,31,Female,High School,Houston,Unemployed,0
35,60088.0,19816.0,698.0,11,Female,Masters,San Francisco,Salaried,1
20,53929.0,15818.0,369.0,14,Male,High School,New York,Salaried,0
26,71967.0,21800.0,530.0,10,Male,Masters,Houston,Salaried,0
59,55006.0,18878.0,725.0,10,Male,PhD,New York,Self-Employed,1
43,58837.0,22001.0,683.0,27,Male,PhD,Houston,Self-Employed,1
56,64221.0,18548.0,439.0,6,Female,PhD,Houston,Unemployed,0
38,49488.0,20247.0,802.0,26,Male,Masters,San Francisco,Unemployed,0
51,48125.0,24254.0,635.0,9,Female,Masters,Houston,Self-Employed,1
36,66287.0,19373.0,743.0,18,Female,PhD,New York,Self-Employed,1
19,78987.0,22993.0,606.0,30,Male,Bachelors,Houston,Self-Employed,1
64,76491.0,9158.0,696.0,14,Male,PhD,San Francisco,Unemployed,0
46,25104.0,11115.0,655.0,31,Female,High School,Chicago,Salaried,0
38,52300.0,24233.0,586.0,32,Female,High School,Houston,Salaried,0
23,58888.0,18196.0,829.0,3,Male,Masters,Houston,Self-Employed,1
29,56010.0,18150.0,349.0,0,Male,High School,Houston,Salaried,0
46,43828.0,37057.0,723.0,36,Female,Bachelors,Chicago,Salaried,1
21,57373.0,20862.0,821.0,23,Male,High School,Houston,Salaried,1
66,44326.0,21798.0,667.0,3,Male,Masters,Chicago,Salaried,1
55,64614.0,11014.0,842.0,36,Female,Bachelors,Houston,Self-Employed,1
63,59482.0,21932.0,794.0,14,Female,Masters,New York,Self-Employed,1
34,60299.0,18861.0,736.0,0,Male,Bachelors,Chicago,Self-Employed,1
45,70890.0,16338.0,568.0,3,Female,PhD,Chicago,Self-Employed,0
40,60550.0,4646.0,764.0,11,Male,Masters,New York,Salaried,1
31,57001.0,12532.0,826.0,35,Female,PhD,New York,Salaried,1
62,74972.0,13996.0,607.0,38,Male,Masters,San Francisco,Self-Employed,1
54,52673.0,21341.0,699.0,23,Female,High School,New York,Self-Employed,1
61,60364.0,22605.0,496.0,30,Male,Masters,San Francisco,Self-Employed,0
40,48956.0,26108.0,749.0,36,Female,Masters,Houston,Self-Employed,1
68,24500.0,15805.0,711.0,2,Male,High School,Houston,Unemployed,0
40,41604.0,11020.0,714.0,24,Female,High School,Houston,Salaried,1
